label,t_ms,ax,ay,az
dysfunction,5657615,0.216187,0.158447,0.827759
dysfunction,5657635,-0.055908,-0.054443,0.994629
dysfunction,5657655,-0.040405,0.005005,0.992432
dysfunction,5657675,-0.014160,0.025635,1.002808
dysfunction,5657695,-0.013428,0.027954,0.992065
dysfunction,5657715,-0.024658,-0.031372,0.994873
dysfunction,5657735,-0.018188,0.001709,1.004272
dysfunction,5657755,-0.015015,0.002075,1.002441
dysfunction,5657775,-0.012329,0.005493,1.000488
dysfunction,5657795,-0.014160,0.002197,1.004028
dysfunction,5657815,-0.013062,0.005127,1.000732
dysfunction,5657835,-0.001953,0.025269,0.985474
dysfunction,5657855,0.031250,0.068115,0.939087
dysfunction,5657875,-0.063477,0.016357,1.055420
dysfunction,5657895,-0.064819,0.042480,1.029419
dysfunction,5657915,-0.054687,-0.110962,1.097656
dysfunction,5657935,0.058105,0.066895,1.111328
dysfunction,5657955,0.059326,0.047485,0.916016
dysfunction,5657975,-0.043823,0.094238,0.961914
dysfunction,5657995,-0.034546,0.113770,0.939575
dysfunction,5658015,-0.070923,-0.120728,1.134033
dysfunction,5658035,-0.070923,-0.111572,1.133911
dysfunction,5658055,0.043457,-0.033325,0.983765
dysfunction,5658075,0.039307,-0.051392,1.005127
dysfunction,5658095,-0.001831,0.152344,0.878418
dysfunction,5658115,-0.074097,-0.062134,1.105957
dysfunction,5658135,-0.005371,-0.001465,1.011597
dysfunction,5658155,-0.011230,0.002930,1.003418
dysfunction,5658175,-0.014038,0.001221,1.001343
dysfunction,5658195,-0.014526,-0.000854,1.002197
dysfunction,5658215,-0.034546,-0.055786,1.043579
dysfunction,5658235,0.042969,-0.001587,0.980347
dysfunction,5658255,0.048340,-0.052612,1.007446
dysfunction,5658275,-0.010986,0.147217,0.891846
dysfunction,5658295,-0.075195,-0.070923,1.097534
dysfunction,5658315,-0.077881,-0.053711,1.084473
dysfunction,5658335,0.035767,-0.104736,1.055176
dysfunction,5658355,0.029175,-0.116089,1.068359
dysfunction,5658375,0.022095,0.139526,0.875488
dysfunction,5658395,0.036621,0.137573,0.870728
dysfunction,5658415,-0.089233,0.002319,1.041382
dysfunction,5658435,-0.088379,0.018066,1.027954
dysfunction,5658455,-0.007813,-0.139893,1.097534
dysfunction,5658475,0.047729,0.094971,0.892944
dysfunction,5658495,0.047729,0.080688,0.896729
dysfunction,5658515,-0.061890,0.085937,0.973999
dysfunction,5658535,-0.057129,0.102905,0.957031
dysfunction,5658555,-0.036133,-0.149658,1.136597
dysfunction,5658575,-0.044434,-0.143188,1.136597
dysfunction,5658595,0.055786,0.007568,0.954224
dysfunction,5658615,-0.008057,0.005859,0.997803
dysfunction,5658635,-0.010864,0.001953,1.000732
dysfunction,5658655,-0.013306,-0.001221,1.000610
dysfunction,5658675,-0.010498,0.000488,1.002319
dysfunction,5658695,-0.011475,0.000244,1.001709
dysfunction,5658715,-0.010376,0.000000,1.001343
dysfunction,5658735,-0.011108,0.000610,1.002686
dysfunction,5658755,-0.011841,0.000366,1.001587
dysfunction,5658775,-0.011230,-0.000488,1.002197
dysfunction,5658795,-0.011230,0.030273,1.000732
dysfunction,5658815,-0.011963,0.000610,1.002197
dysfunction,5658835,-0.010864,0.000610,1.001709
dysfunction,5658855,-0.009888,0.000366,1.002441
dysfunction,5658875,-0.010132,-0.000244,1.001343
dysfunction,5658895,-0.009399,0.000610,1.001343
dysfunction,5658915,-0.009766,0.000488,1.002808
dysfunction,5658935,-0.009399,-0.000366,1.001831
dysfunction,5658955,-0.009155,-0.000488,1.003174
dysfunction,5658975,-0.007202,-0.000366,1.000732
dysfunction,5658995,-0.009644,-0.000244,1.003418
dysfunction,5659015,-0.008911,0.000977,1.001465
dysfunction,5659035,-0.009644,-0.000366,1.003052
dysfunction,5659055,-0.010132,-0.000366,1.001831
dysfunction,5659075,-0.009766,-0.000488,1.002075
dysfunction,5659095,-0.009888,-0.000122,1.001709
dysfunction,5659115,-0.010132,0.000000,1.003052
dysfunction,5659135,-0.008423,0.000977,1.001465
dysfunction,5659155,-0.010376,-0.000610,1.002197
dysfunction,5659175,-0.010132,-0.000122,1.001953
dysfunction,5659195,-0.010620,-0.000366,1.002686
dysfunction,5659215,-0.009399,0.000610,1.001221
dysfunction,5659235,-0.009766,-0.000366,1.002808
dysfunction,5659255,-0.010376,-0.000610,1.002319
dysfunction,5659275,-0.009644,-0.000366,1.002686
dysfunction,5659295,-0.008423,0.000122,1.001221
dysfunction,5659315,-0.001343,0.001587,1.000366
dysfunction,5659335,-0.012207,-0.001831,1.005737
dysfunction,5659355,-0.009033,-0.000366,1.002808
dysfunction,5659375,-0.007935,0.000000,1.001831
dysfunction,5659395,-0.009888,-0.000244,1.003540
dysfunction,5659415,-0.009644,-0.000610,1.000854
dysfunction,5659435,-0.004761,0.004395,0.999878
dysfunction,5659455,-0.038086,0.036743,0.998047
dysfunction,5659475,-0.066895,0.110840,0.965698
dysfunction,5659495,-0.065063,-0.109619,1.138306
dysfunction,5659515,0.098999,-0.049561,0.959229
dysfunction,5659535,0.097778,-0.059937,0.972778
dysfunction,5659555,-0.037964,0.148804,0.893188
dysfunction,5659575,-0.022217,0.150635,0.881470
dysfunction,5659595,-0.106812,-0.048218,1.128296
dysfunction,5659615,-0.115845,-0.025635,1.115723
dysfunction,5659635,0.076416,-0.126221,1.041138
dysfunction,5659655,0.081787,-0.139893,1.055664
dysfunction,5659675,0.031982,0.125244,0.857300
dysfunction,5659695,-0.125977,0.025146,1.080322
dysfunction,5659715,-0.123291,0.046875,1.059692
dysfunction,5659735,0.029053,-0.156128,1.103149
dysfunction,5659755,0.015869,-0.159668,1.118286
dysfunction,5659775,0.091675,0.070923,0.864502
dysfunction,5659795,0.087646,0.061279,0.872559
dysfunction,5659815,-0.101563,0.106201,0.994019
