label,t_ms,ax,ay,az
normal,5227195,0.004150,0.019043,1.000977
normal,5227215,0.004761,0.018066,1.000854
normal,5227235,0.004761,0.018433,1.000610
normal,5227255,0.005127,0.017700,1.000977
normal,5227275,0.004272,0.017700,1.001099
normal,5227295,0.004761,0.018799,1.001099
normal,5227315,0.005981,0.018799,1.000732
normal,5227335,0.005371,0.018433,1.000854
normal,5227355,0.005493,0.017944,1.001221
normal,5227375,0.004517,0.018066,1.001587
normal,5227395,0.004272,0.018677,1.000610
normal,5227415,0.005005,0.018188,1.000854
normal,5227435,0.005249,0.019043,1.000854
normal,5227455,0.005127,0.017944,1.000732
normal,5227475,0.005493,0.018799,1.001099
normal,5227495,0.005005,0.018433,1.000854
normal,5227515,0.005493,0.018188,1.000854
normal,5227535,0.004517,0.018066,1.001099
normal,5227555,0.004517,0.018799,1.000610
normal,5227575,0.010254,0.022827,1.012573
normal,5227595,0.040161,0.026245,1.076782
normal,5227615,0.000977,-0.042358,1.018555
normal,5227635,0.005737,-0.044312,1.036987
normal,5227655,-0.040649,0.060547,0.898437
normal,5227675,-0.044067,0.055908,0.898315
normal,5227695,0.039673,0.054443,1.043701
normal,5227715,0.024902,-0.045288,1.070923
normal,5227735,0.030762,-0.042969,1.081787
normal,5227755,-0.045532,0.036621,0.905518
normal,5227775,-0.045410,0.028687,0.910400
normal,5227795,0.015381,0.073364,0.991699
normal,5227815,0.010498,0.074585,0.982544
normal,5227835,0.051636,-0.027466,1.107422
normal,5227855,0.053833,-0.023682,1.109253
normal,5227875,-0.036743,-0.003540,0.943726
normal,5227895,-0.009521,0.078491,0.942383
normal,5227915,-0.014160,0.078125,0.934814
normal,5227935,0.060303,-0.003540,1.106445
normal,5227955,0.060181,0.002808,1.102173
normal,5227975,-0.016113,-0.032837,0.992187
normal,5227995,-0.009521,-0.038940,1.008057
normal,5228015,-0.033081,0.072510,0.905029
normal,5228035,0.054565,0.090210,0.901123
normal,5228055,0.051636,0.035645,1.070801
normal,5228075,0.009888,-0.046143,1.043579
normal,5228095,0.016479,-0.045532,1.057373
normal,5228115,-0.044312,0.052856,0.898560
